mmsi,msg_timestamp,latitude,longitude,speed,course,heading,collection_type
2579999,2024-01-24T00:00:22Z,54.603253333333335,-1.1617166666666667,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:00:25Z,-38.44956333333334,148.30888666666667,NA,NA,NA,satellite
2579999,2024-01-24T00:00:33Z,54.60324833333333,-1.161705,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:00:53Z,-38.44956166666667,148.30888833333333,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:00:57Z,34.795361666666665,127.73845166666666,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:01:05Z,-38.449565,148.30889833333333,NA,NA,NA,satellite
2579999,2024-01-24T00:01:15Z,-38.44956833333333,148.30891000000003,NA,NA,NA,satellite
2579999,2024-01-24T00:01:25Z,-38.44957,148.30891166666666,NA,NA,NA,satellite
2579999,2024-01-24T00:01:31Z,9.503428333333334,-13.70822,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:01:35Z,-38.44956666666667,148.30890166666669,NA,NA,NA,satellite
2579999,2024-01-24T00:01:42Z,35.501560000000005,129.441135,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:01:43Z,1.2831350000000001,103.77931833333334,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:01:55Z,-38.449553333333334,148.308875,NA,NA,NA,satellite
2579999,2024-01-24T00:01:57Z,56.70169166666667,-2.4657366666666665,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:02:29Z,58.014685,7.4839,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:02:33Z,59.88899166666667,10.753931666666666,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:02:34Z,-38.44954833333334,148.30886166666667,NA,NA,NA,satellite
2579999,2024-01-24T00:02:44Z,-38.449553333333334,148.30886833333335,NA,NA,NA,satellite
2579999,2024-01-24T00:02:54Z,-38.449555000000004,148.30887166666668,NA,NA,NA,satellite
2579999,2024-01-24T00:03:01Z,29.650543333333335,32.36102,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:03:04Z,-38.449556666666666,148.30887833333333,NA,NA,NA,satellite
2579999,2024-01-24T00:03:05Z,34.795361666666665,127.73846166666667,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:03:12Z,29.65054,32.36102,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:03:14Z,1.2831249999999998,103.77930833333333,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:03:24Z,-38.449553333333334,148.30890333333335,NA,NA,NA,satellite
2579999,2024-01-24T00:03:34Z,-38.44955166666667,148.30891333333332,NA,NA,NA,satellite
2579999,2024-01-24T00:03:38Z,29.650536666666667,32.361021666666666,NA,NA,NA,dynamic_classA
2579999,2024-01-24T00:03:44Z,-38.44954833333334,148.3089183333333,NA,NA,NA,satellite
2579999,2024-01-24T00:03:54Z,-38.44954499999999,148.30892666666665,NA,NA,NA,satellite
2579999,2024-01-24T00:04:05Z,9.503445,-13.708198333333334,NA,NA,NA,satellite
2579999,2024-01-24T00:04:09Z,53.539991666666666,9.878861666666667,NA,NA,NA,satellite
2579999,2024-01-24T00:04:15Z,-38.44954,148.30894333333333,NA,NA,NA,satellite
2579999,2024-01-24T00:04:19Z,53.539989999999996,9.878858333333334,NA,NA,NA,satellite
2579999,2024-01-24T00:04:29Z,53.539995,9.878865,NA,NA,NA,satellite
