ship_type,hour,mmsi,msg_timestamp,latitude,longitude,speed,course,heading,collection_type,sample_method
Cargo,0,457078000,2024-01-24T00:02:54Z,2.99725,101.37755833333334,0,0,511,dynamic_classB,stratified_ship_type_hour
Cargo,0,413359340,2024-01-24T00:08:00Z,31.409811666666666,121.516115,7.2,290.8,290,dynamic_classB,stratified_ship_type_hour
Cargo,0,413866283,2024-01-24T00:01:35Z,32.030186666666665,120.58148,5.3,305.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,0,413806381,2024-01-24T00:08:07Z,32.010526666666664,120.61415000000001,4.7,303.2,303,dynamic_classB,stratified_ship_type_hour
Cargo,0,413804347,2024-01-24T00:01:28Z,31.50345666666667,121.42494666666667,4.2,300.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,0,412759270,2024-01-24T00:05:03Z,29.943373333333334,122.26349333333333,0,150.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,0,431001128,2024-01-24T00:06:00Z,34.68293333333334,137.03626666666665,0.5,242.9,286,dynamic_classB,stratified_ship_type_hour
Cargo,0,525500841,2024-01-24T00:04:17Z,1.1649783333333334,103.99893,0,0,511,dynamic_classB,stratified_ship_type_hour
Cargo,0,413862838,2024-01-24T00:08:13Z,32.066696666666665,120.45922666666667,5.5,249.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,0,525012045,2024-01-24T00:00:06Z,1.2135733333333334,103.81914499999999,3.1,315.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,0,413842606,2024-01-24T00:02:23Z,32.109195,119.819115,0,73.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,0,413834191,2024-01-24T00:00:59Z,31.976946666666667,120.32886666666667,3.4,235.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,0,413823558,2024-01-24T00:05:59Z,32.02233333333333,120.52127,5.3,360,511,dynamic_classA,stratified_ship_type_hour
Cargo,0,413794904,2024-01-24T00:07:20Z,32.19678666666667,119.65539833333334,0,360,511,dynamic_classA,stratified_ship_type_hour
Cargo,1,412476520,2024-01-24T01:06:33Z,22.577631666666665,113.61036,0,0,0,dynamic_classA,stratified_ship_type_hour
Cargo,1,413975547,2024-01-24T01:21:29Z,32.121855000000004,119.56090833333333,5.2,333.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,1,413787126,2024-01-24T01:09:44Z,31.492973333333335,121.43618333333333,5.7,316.7,316,dynamic_classB,stratified_ship_type_hour
Cargo,1,671208000,2024-01-24T01:17:59Z,40.79752666666666,27.82802333333333,9,259.1,511,dynamic_classA,stratified_ship_type_hour
Cargo,1,413800456,2024-01-24T01:17:35Z,32.23753166666667,119.20476166666667,0.1,108.7,108,dynamic_classB,stratified_ship_type_hour
Cargo,1,413838353,2024-01-24T01:15:14Z,31.929250000000003,120.15533333333333,5.9,103.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,2,574000000,2024-01-24T02:10:22Z,10.301031666666667,106.97777333333333,1.8,12.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,3,413507530,2024-01-24T03:19:03Z,22.193081666666668,113.86497833333333,8.9,259.1,511,dynamic_classA,stratified_ship_type_hour
Cargo,4,413867379,2024-01-24T04:01:29Z,22.654243333333334,113.70350666666667,0,0,0,dynamic_classA,stratified_ship_type_hour
Cargo,4,413762183,2024-01-24T04:01:36Z,32.05437166666667,120.54777166666666,5.4,309.9,0,dynamic_classB,stratified_ship_type_hour
Cargo,4,419956155,2024-01-24T04:03:43Z,22.74548,59.67571,6.8,142.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,4,413800352,2024-01-24T04:02:59Z,31.92053,120.19169333333333,1.4,0.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,4,312968000,2024-01-24T04:00:47Z,1.2700116666666665,103.85463166666666,0.2,0,511,dynamic_classB,stratified_ship_type_hour
Cargo,4,413991844,2024-01-24T04:01:48Z,23.036168333333332,113.35607166666667,4.6,96.9,97,dynamic_classB,stratified_ship_type_hour
Cargo,4,257022940,2024-01-24T04:02:53Z,59.77903,5.504583333333333,0,65.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,4,413282120,2024-01-24T04:00:54Z,35.097035,119.61357166666667,7.6,92.5,92,dynamic_classB,stratified_ship_type_hour
Cargo,5,413858766,2024-01-24T05:08:43Z,22.30503333333333,114.12081333333334,0.1,0,55,dynamic_classA,stratified_ship_type_hour
Cargo,5,413871678,2024-01-24T05:08:33Z,31.705046666666664,121.1322,4.2,141.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,5,725002720,2024-01-24T05:03:40Z,-42.64848666666667,-73.73516,4.2,32,511,satellite,stratified_ship_type_hour
Cargo,5,431600482,2024-01-24T05:05:58Z,35.468743333333336,139.69460166666667,0.1,339.9,176,dynamic_classB,stratified_ship_type_hour
Cargo,5,413273870,2024-01-24T05:03:34Z,30.245716666666667,122.1048,0,89.1,291,dynamic_classA,stratified_ship_type_hour
Cargo,5,413978317,2024-01-24T05:05:12Z,32.014975,120.36844333333333,0,360,511,dynamic_classA,stratified_ship_type_hour
Cargo,5,413819092,2024-01-24T05:08:04Z,31.990003333333334,120.78838666666667,0.1,299.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,5,636016265,2024-01-24T05:07:53Z,29.772215000000003,122.16405666666667,8.4,323.1,324,dynamic_classA,stratified_ship_type_hour
Cargo,5,413765322,2024-01-24T05:03:43Z,31.774918333333336,120.98548166666666,3.2,81.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,5,413842772,2024-01-24T05:08:44Z,31.92268,120.16177333333333,0,0,480,dynamic_classB,stratified_ship_type_hour
Cargo,5,413873914,2024-01-24T05:06:45Z,31.94564,120.86662666666666,7.4,342.6,511,dynamic_classB,stratified_ship_type_hour
Cargo,5,413846124,2024-01-24T05:06:00Z,23.071815,113.47884833333333,5.5,315.2,315,dynamic_classB,stratified_ship_type_hour
Cargo,5,563080350,2024-01-24T05:05:42Z,1.2704066666666667,103.85384666666667,0.3,103,511,dynamic_classB,stratified_ship_type_hour
Cargo,5,563020460,2024-01-24T05:08:41Z,1.270155,103.85490666666666,0.3,58,511,dynamic_classB,stratified_ship_type_hour
Cargo,5,413842064,2024-01-24T05:02:59Z,31.92709,120.19098666666667,3.6,95.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,5,413773435,2024-01-24T05:03:57Z,31.681433333333334,121.19630666666667,0,360,511,dynamic_classA,stratified_ship_type_hour
Cargo,5,413781191,2024-01-24T05:03:40Z,31.983866666666664,120.664,0,252,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,413226450,2024-01-24T06:07:26Z,32.07389,122.64728,0,146.3,0,dynamic_classB,stratified_ship_type_hour
Cargo,6,413864244,2024-01-24T06:03:11Z,31.894606666666668,120.91984666666667,0,360,511,dynamic_classA,stratified_ship_type_hour
Cargo,6,413872132,2024-01-24T06:05:30Z,31.93798,120.17776833333333,0,18.4,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,413863482,2024-01-24T06:01:19Z,31.394053333333332,121.52145333333333,5.4,70.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,271002030,2024-01-24T06:01:48Z,40.96633333333333,28.679483333333334,0.1,1,511,dynamic_classA,stratified_ship_type_hour
Cargo,6,413851903,2024-01-24T06:05:23Z,31.96789,120.41298666666667,0,0,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,413985669,2024-01-24T06:01:19Z,31.569376666666667,121.18377333333333,0,33.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,542647110,2024-01-24T06:07:04Z,1.2698083333333334,103.85492333333333,0.1,0,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,413763374,2024-01-24T06:03:12Z,31.37917,121.68504,0,0,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,413994393,2024-01-24T06:04:44Z,31.997326666666666,120.32527833333333,0,19.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,413871327,2024-01-24T06:03:48Z,31.77592,120.9122,0,268.6,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,413867806,2024-01-24T06:06:31Z,31.98463,120.32611166666668,6.4,233.6,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,710004240,2024-01-24T06:03:41Z,-30.543515,-50.89037666666666,6.4,143.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,413984852,2024-01-24T06:05:02Z,31.503390000000003,121.35943333333333,0,128.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,413871806,2024-01-24T06:02:35Z,31.401388333333333,121.64799833333333,2.5,109.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,413856966,2024-01-24T06:05:11Z,31.497615,121.38989,4.5,120.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,6,503069180,2024-01-24T06:00:42Z,-32.00464,115.79472666666668,0,360,511,dynamic_classB,stratified_ship_type_hour
Cargo,7,574012351,2024-01-24T07:01:26Z,20.873976666666668,107.02572166666667,3.4,154.5,511,dynamic_classA,stratified_ship_type_hour
