mmsi,msg_timestamp,latitude,longitude,speed,course,heading,collection_type,sample_method,sample_interval_start,sample_interval_end,ship_type
244780136,2024-01-24T19:15:00+00:00,52.369800000000005,4.937291666666667,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
211694040,2024-01-24T19:15:00+00:00,54.341993333333335,13.50397,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
244860580,2024-01-24T19:15:00+00:00,52.368476666666666,4.9204,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
412759770,2024-01-24T19:15:00+00:00,30.464756666666666,122.27781666666667,0,360,293,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
440122450,2024-01-24T19:15:00+00:00,34.72882833333333,127.72551666666666,0,0,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
538003543,2024-01-24T19:15:00+00:00,36.841705000000005,-76.266705,0,238,345,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
413307110,2024-01-24T19:15:00+00:00,30.145156666666665,122.05452,0,0,480,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
211844770,2024-01-24T19:15:00+00:00,53.54552666666667,9.964926666666665,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
440325650,2024-01-24T19:15:00+00:00,34.781495,126.38461166666666,0,109,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
228085000,2024-01-24T19:15:00+00:00,51.04729833333333,2.363363333333333,0,193.9,99,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
503696000,2024-01-24T19:15:00+00:00,-23.827613333333332,151.24380333333332,0,271.5,511,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
257072000,2024-01-24T19:15:00+00:00,62.86407,6.545261666666667,0,180.7,55,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
219029233,2024-01-24T19:15:00+00:00,55.46154166666667,8.441931666666667,0,7.2,185,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
258696000,2024-01-24T19:15:00+00:00,66.021675,12.622568333333334,0,238.7,224,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
503241900,2024-01-24T19:15:00+00:00,-33.841816666666666,151.12341666666669,15.4,322.3,323,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
257903000,2024-01-24T19:15:00+00:00,12.381965000000001,-156.42352833333334,14.4,172,170,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
244740568,2024-01-24T19:15:00+00:00,51.82089666666666,4.132043333333333,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
244730199,2024-01-24T19:15:00+00:00,51.91281,4.515186666666667,24.4,337.2,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
215610000,2024-01-24T19:15:00+00:00,24.919126666666667,53.99312333333333,14.6,335.9,337,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
374869000,2024-01-24T19:15:00+00:00,37.42968333333333,126.58149333333334,10.4,246,240,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
357606000,2024-01-24T19:15:00+00:00,8.91358,-79.521385,0.1,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
503106810,2024-01-24T19:15:00+00:00,-33.860528333333335,151.21034666666668,0.1,0,191,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
244070213,2024-01-24T19:15:00+00:00,52.37732166666667,4.887575,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
219348000,2024-01-24T19:15:00+00:00,58.92140166666666,5.583576666666667,0.1,345.6,359,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Passenger Ship
