mmsi,msg_timestamp,latitude,longitude,speed,course,heading,collection_type
563040400,2021-01-01T06:35:09Z,44.048005,28.84323,9.7,320.3,320,terrestrial
563040400,2021-01-01T06:40:11Z,44.05834,28.831708333333335,9.4,321.8,320,terrestrial
563040400,2021-01-01T06:40:45Z,44.059288333333335,28.830658333333332,9.4,321,320,dynamic
563040400,2021-01-01T06:45:08Z,44.068441666666665,28.82059,8.9,321.6,319,terrestrial
563040400,2021-01-01T06:46:23Z,44.068441666666665,28.82059,8.9,321.6,319,terrestrial
563040400,2021-01-01T06:50:03Z,44.077373333333334,28.81065,8.4,322.7,327,terrestrial
563040400,2021-01-01T06:55:07Z,44.087535,28.805036666666666,7.2,342.4,341,terrestrial
563040400,2021-01-01T06:55:46Z,44.088825,28.804455,7.1,343,341,dynamic
563040400,2021-01-01T06:58:23Z,44.088825,28.804455,7.1,343,341,terrestrial
563040400,2021-01-01T07:00:14Z,44.096758333333334,28.801086666666667,5.8,343.2,341,terrestrial
563040400,2021-01-01T07:04:22Z,44.096758333333334,28.801086666666667,5.8,343.2,341,terrestrial
563040400,2021-01-01T07:05:08Z,44.10339666666667,28.798328333333334,4.6,344.5,342,terrestrial
563040400,2021-01-01T07:10:09Z,44.10827333333334,28.796438333333334,3.1,343,343,terrestrial
563040400,2021-01-01T07:15:07Z,44.11231166666666,28.796168333333334,2.8,34.8,38,terrestrial
563040400,2021-01-01T07:20:07Z,44.116076666666665,28.798761666666667,3.4,11.9,9,terrestrial
563040400,2021-01-01T07:22:25Z,44.116076666666665,28.798761666666667,3.4,11.9,9,terrestrial
563040400,2021-01-01T07:25:06Z,44.12101833333333,28.80005166666667,3.5,9.5,3,terrestrial
563040400,2021-01-01T07:26:05Z,44.12179666666667,28.8002,3.5,6,0,dynamic
563040400,2021-01-01T07:28:26Z,44.12179666666667,28.8002,3.5,6,0,terrestrial
563040400,2021-01-01T07:30:08Z,44.125728333333335,28.80007833333333,3.3,352.8,348,terrestrial
563040400,2021-01-01T07:34:25Z,44.125728333333335,28.80007833333333,3.3,352.8,348,terrestrial
563040400,2021-01-01T07:35:07Z,44.129886666666664,28.798498333333335,3,333.7,329,terrestrial
563040400,2021-01-01T07:40:05Z,44.133615,28.795898333333334,3.1,333.3,329,terrestrial
563040400,2021-01-01T07:40:29Z,44.133615,28.795898333333334,3.1,333.3,329,terrestrial
563040400,2021-01-01T07:41:06Z,44.134405,28.795338333333333,3.2,333,329,dynamic
563040400,2021-01-01T07:45:06Z,44.13749166666667,28.792995,2.9,315,296,terrestrial
