mmsi,msg_timestamp,latitude,longitude,speed,course,heading,collection_type,sample_method,sample_interval_start,sample_interval_end,ship_type
538010589,2024-01-24T19:15:01Z,45.06409833333333,36.637629999999994,0.5,0,255,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Reserved
319243800,2024-01-24T19:15:00Z,44.41637333333333,8.840021666666667,0,199.6,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
518998585,2024-01-24T19:15:00Z,-35.752118333333335,174.34929,0,360,511,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
244981075,2024-01-24T19:15:00Z,51.92424333333334,4.104981666666666,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
503333700,2024-01-24T19:15:00Z,-20.347933333333334,148.95035166666668,0.1,353.2,168,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319808000,2024-01-24T19:15:00Z,41.3776,2.18492,0,169.5,343,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319128000,2024-01-24T19:15:00Z,-17.043845,-35.994703333333334,10.3,66.5,57,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
261180000,2024-01-24T19:15:00Z,53.40026,14.617853333333333,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319100100,2024-01-24T19:15:00Z,43.73525166666666,7.423501666666667,0,101.5,81,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
310829000,2024-01-24T19:15:00Z,8.912885,-79.52015666666667,0,317,267,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319138500,2024-01-24T19:15:00Z,-38.260825,173.31769333333335,13.2,348.2,344,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319052400,2024-01-24T19:15:00Z,-33.869855,151.18092833333333,0,348.8,341,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
512000497,2024-01-24T19:15:00Z,-36.84922666666667,174.80968,0,106,511,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
257353320,2024-01-24T19:15:00Z,62.496134999999995,6.35726,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319118200,2024-01-24T19:15:00Z,-29.573404999999998,156.01886833333336,15.8,108,105,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
224507140,2024-01-24T19:15:00Z,37.09813333333333,-6.829795,5.7,94.4,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
563040040,2024-01-24T19:15:00Z,1.2319333333333333,103.78107833333334,17.4,150.2,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
219031230,2024-01-24T19:15:00Z,55.68898,12.617341666666666,0.2,299.2,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
232013039,2024-01-24T19:15:00Z,50.842800000000004,-1.102695,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
238033640,2024-01-24T19:15:00Z,50.894553333333334,-1.40373,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
310829000,2024-01-24T19:15:01Z,8.912885,-79.52015666666667,0,317,267,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
470368000,2024-01-24T19:15:01Z,25.261861666666668,55.27579333333333,0,245,359,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
512011353,2024-01-24T19:15:01Z,-41.24861166666667,174.90139166666668,0,264.5,297,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
563022310,2024-01-24T19:15:01Z,1.2660166666666666,103.81265,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
470956666,2024-01-24T19:15:01Z,25.259846666666665,55.27905,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
355880000,2024-01-24T19:15:01Z,8.913968333333335,-79.52695833333334,0,123.4,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
261180000,2024-01-24T19:15:01Z,53.40026,14.617853333333333,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
563032740,2024-01-24T19:15:01Z,1.2433133333333333,103.84073666666667,0.1,318.1,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
227006040,2024-01-24T19:15:01Z,47.19134333333333,-1.60147,0,0,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
563025150,2024-01-24T19:15:01Z,1.2943716666666667,103.76144,0,0,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
257023830,2024-01-24T19:15:01Z,52.45844,4.562235,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
244138486,2024-01-24T19:15:01Z,51.823835,4.122028333333334,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
563040086,2024-01-24T19:15:01Z,1.260375,103.62444166666667,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
563077420,2024-01-24T19:15:01Z,1.2684,103.86549666666666,0,0,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
338445943,2024-01-24T19:15:01Z,25.795686666666665,-80.14569,0.1,308.4,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
244620016,2024-01-24T19:15:01Z,52.46505,5.037216666666667,0,236.3,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319234600,2024-01-24T19:15:02Z,44.090345,9.867965,0,48.5,204,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
244670683,2024-01-24T19:15:02Z,52.387481666666666,4.890685,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
367733880,2024-01-24T19:15:02Z,33.72363333333333,-118.07130666666667,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
368233940,2024-01-24T19:15:02Z,29.54195,-94.96721666666667,8.3,107.5,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319138500,2024-01-24T19:15:02Z,-38.260643333333334,173.31766166666665,13.2,349.2,347,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
339859000,2024-01-24T19:15:02Z,17.24422,-62.65671,0,356.6,59,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
227991990,2024-01-24T19:15:02Z,50.96149833333333,1.844905,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
244138486,2024-01-24T19:15:02Z,51.823835,4.122028333333334,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
240066500,2024-01-24T19:15:02Z,37.87108,23.7343,0,146,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
533132877,2024-01-24T19:15:02Z,-6.097755,106.793825,0.1,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
211432790,2024-01-24T19:15:02Z,53.58166166666667,9.599385000000002,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
240232300,2024-01-24T19:15:02Z,37.875366666666665,23.727880000000003,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
730154177,2024-01-24T19:15:02Z,10.284065,-75.52166166666666,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
211786720,2024-01-24T19:15:02Z,41.23361166666667,1.8245066666666667,0,115.1,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
271051926,2024-01-24T19:15:02Z,40.969453333333334,28.872760000000003,0,0,0,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
235075941,2024-01-24T19:15:02Z,50.85988666666666,-1.3130549999999999,0,0,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
368038310,2024-01-24T19:15:02Z,47.32853,-122.576685,0,43.8,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
563040560,2024-01-24T19:15:02Z,1.2700783333333334,103.86665333333333,0.1,0,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
316009004,2024-01-24T19:15:03Z,49.09076,-123.09247,0,0,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
247165300,2024-01-24T19:15:03Z,37.92915833333333,23.683018333333333,0,232.3,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
229714000,2024-01-24T19:15:03Z,37.93284166666667,23.681825,0.1,266.8,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
422350500,2024-01-24T19:15:03Z,29.421336666666665,48.526826666666665,6.1,28,28,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
249373000,2024-01-24T19:15:03Z,37.93883666666667,23.668525,0,295.6,296,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319252700,2024-01-24T19:15:03Z,43.81666666666667,7.79,0,245,349,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
239952100,2024-01-24T19:15:03Z,37.87746166666667,23.725853333333337,0.3,5.5,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
248000135,2024-01-24T19:15:03Z,-33.869908333333335,151.18005,0,278.3,162,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319243300,2024-01-24T19:15:03Z,43.85553166666667,10.240831666666667,0,249.9,335,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
257353320,2024-01-24T19:15:03Z,62.496134999999995,6.35726,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
366708180,2024-01-24T19:15:03Z,26.11532833333333,-80.10828,0,110.1,9,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
256969000,2024-01-24T19:15:03Z,43.511295000000004,16.244993333333333,0,250.8,170,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
240066500,2024-01-24T19:15:03Z,37.87108,23.7343,0,146,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
244660321,2024-01-24T19:15:03Z,51.907045000000004,4.4499233333333335,0,263.3,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
512010932,2024-01-24T19:15:03Z,-36.880221666666664,174.90016166666666,102.3,360,511,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
518100245,2024-01-24T19:15:03Z,1.2413649999999998,103.83849000000001,0,132.9,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
211786720,2024-01-24T19:15:03Z,41.23361166666667,1.8245066666666667,0,115.1,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
563040658,2024-01-24T19:15:03Z,1.4025183333333333,103.958805,0,0,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
227401220,2024-01-24T19:15:03Z,1.2445283333333335,103.840475,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
563040086,2024-01-24T19:15:03Z,1.260375,103.62444166666667,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
368260320,2024-01-24T19:15:03Z,25.714196666666666,-80.184465,5.7,177.6,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
413393270,2024-01-24T19:15:04Z,29.943525,122.29169166666667,0,319.3,0,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
319128000,2024-01-24T19:15:04Z,-17.043789999999998,-35.99457666666667,9.3,68.1,58,satellite,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
470733000,2024-01-24T19:15:04Z,26.917128333333334,50.025645000000004,0,335.2,243,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
316037117,2024-01-24T19:15:04Z,48.45282833333333,-123.29567166666668,0.1,360,124,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
422350500,2024-01-24T19:15:04Z,29.421336666666665,48.526826666666665,6.1,28,28,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
319679000,2024-01-24T19:15:04Z,25.177374999999998,55.193358333333336,0.1,285.9,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
258189920,2024-01-24T19:15:04Z,67.40643166666668,15.646486666666668,0,78.4,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
244073937,2024-01-24T19:15:04Z,51.898855000000005,4.705026666666667,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
257050180,2024-01-24T19:15:04Z,63.09502166666667,7.769621666666667,0,352.5,263,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
219007132,2024-01-24T19:15:04Z,57.512208333333334,10.459878333333334,0,310.9,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
265568190,2024-01-24T19:15:04Z,28.127408333333335,-15.426726666666667,0.1,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
563040086,2024-01-24T19:15:04Z,1.260375,103.62444166666667,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
244220127,2024-01-24T19:15:04Z,52.52874333333333,4.73722,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
244020177,2024-01-24T19:15:04Z,52.391055,4.8905199999999995,0,360,511,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
236112335,2024-01-24T19:15:04Z,36.139601666666664,-5.360441666666667,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
244387019,2024-01-24T19:15:04Z,51.813856666666666,4.725561666666667,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
219029444,2024-01-24T19:15:04Z,55.726435,12.585983333333333,0.1,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
338430676,2024-01-24T19:15:04Z,33.75823833333333,-118.18471333333333,0.9,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
563077970,2024-01-24T19:15:04Z,1.2428549999999998,103.84035333333333,0,360,511,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Other
352001992,2024-01-24T19:15:05Z,40.96941666666667,28.86762,0,321.9,270,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
518100932,2024-01-24T19:15:05Z,2.00702,102.21757333333333,12.1,314.5,313,dynamic_classA,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
316026277,2024-01-24T19:15:05Z,49.198865,-123.09023,7.9,225.5,214,dynamic_classB,interval_cluster,2024-01-24T19:15:00Z,2024-01-24T19:20:00Z,Pleasure Craft
